id,destination,type,comment,createdAt
53048642,habcdn.com,domain,,2024-12-12 19:16:47
53048644,goodapps.io,domain,,2024-12-12 19:16:47
53363868,tent0mown.com,domain,,2024-12-12 19:16:47
53504120,distributiontomatoes.com,domain,,2024-12-12 19:16:47
53604612,ethicalads.io,domain,,2025-04-25 00:36:44
53630226,myfidevs.io,domain,,2024-12-12 19:16:47
54127602,snigelweb.com,domain,,2024-12-12 19:16:47
54237484,superpush.io,domain,,2024-12-12 19:16:47
54581458,btloader.com,domain,,2024-12-12 19:16:47
54752436,rtbiq.com,domain,,2025-07-06 15:32:52
55433364,standartrecognition.com,domain,,2024-12-12 19:16:47
55825977,doh.dns.apple.com,domain,,2024-12-12 19:16:47
56125237,c.la2-c1-ord.salesforceliveagent.com,domain,,2024-12-12 19:16:47
56483224,perf-serving.com,domain,,2024-12-12 19:16:47
56537445,comm100.io,domain,,2024-12-12 19:16:47
56545696,swncdn.com,domain,,2024-12-12 19:16:47
56885249,quickkoala.io,domain,,2024-12-12 19:16:47
57285530,stream-io-api.com,domain,,2024-12-12 19:16:47
57350319,cognigy.com,domain,,2025-08-31 15:20:15
57487834,vs-js.bn-web.com,domain,,2024-12-12 19:16:47
57487835,bn-web.com,domain,,2024-12-12 19:16:47
57519087,g792337340.co,domain,,2024-12-12 19:16:47
57519096,wknd.ai,domain,,2024-12-12 19:16:47
57531459,g1980843350.co,domain,,2024-12-12 19:16:47
57585853,mask.icloud.com,domain,,2024-12-12 19:16:47
57985951,mask.apple-dns.net,domain,,2024-12-12 19:16:47
58045069,mask-h2.icloud.com,domain,,2024-12-12 19:16:47
58106916,idalgo.info,domain,,2024-12-12 19:16:47
58106966,movable-ink-3094.com,domain,,2024-12-12 19:16:47
58297499,snigel.com,domain,,2025-03-27 14:56:48
58442877,sizebay.technology,domain,,2024-12-12 19:16:47
58686483,aditude.io,domain,,2025-03-26 20:30:20
58770748,235grand.com,domain,,2024-12-12 19:16:47
59670338,fullthrottle.ai,domain,,2025-04-07 14:09:06
59715254,mask-api.icloud.com,domain,,2024-12-12 19:16:47
59926344,videobyte.com,domain,,2025-03-27 15:11:41
60495440,giscus.app,domain,,2025-05-22 21:47:33
60800901,dismantlepenantiterrorist.com,domain,,2024-12-12 19:16:47
61776692,gettopple.com,domain,,2025-03-26 20:20:15
61824257,lb01.parklogic.com,domain,,2024-12-12 19:16:47
61916554,pushaffiliate.net,domain,,2025-03-27 15:10:26
63068700,fastcmp.com,domain,,2025-04-14 16:45:47
63846253,audiohook.com,domain,,2024-12-12 19:16:47
63867939,viously.com,domain,,2025-04-10 18:46:22
64102550,minutemedia.com,domain,,2025-06-24 22:26:43
64102685,adaptmx.com,domain,,2025-05-15 21:01:46
64103700,ozoneproject.com,domain,,2025-03-26 20:41:16
64110194,mantis-intelligence.com,domain,,2025-03-27 14:56:00
64117221,pressboardmedia.com,domain,,2025-03-27 14:43:00
64118166,longitudeads.com,domain,,2025-07-06 15:32:16
64118532,ebayads.com,domain,,2025-03-27 15:09:36
64248502,adsninja.com,domain,,2025-06-03 20:08:41
64688043,hadronid.net,domain,,2024-12-20 06:29:30
65492141,adsgtm-sandbox.spotify.com,domain,,2024-12-12 19:16:47
65595259,metadata.io,domain,,2025-09-16 22:51:41
65731654,target-video.com,domain,,2025-05-28 17:28:39
66398646,vid.kinja.com,domain,,2024-12-12 19:16:47
66429552,poool.tech,domain,,2025-09-16 22:47:41
66653002,beehiiv.com,domain,,2025-05-29 18:54:35
66742689,spiny.ai,domain,,2025-03-26 20:37:24
66742709,pgammedia.com,domain,,2025-03-27 14:55:10
66742745,www.yourbow.com,domain,,2025-09-16 21:24:48
66742780,www.ethicalads.io,domain,,2025-04-25 00:36:44
66805667,voiceflow.com,domain,,2025-05-12 20:05:38
67469892,googleechotest.com,domain,,2024-12-12 19:16:47
68493471,stnvideo.com,domain,,2025-03-27 14:40:38
69671537,raptive.com,domain,,2025-03-27 15:06:18
70255395,linksprf.com,domain,,2025-07-23 21:38:19
70437563,rixengine.com,domain,,2025-07-06 15:33:31
72423816,admeking.com,domain,,2025-03-27 15:00:57
73577571,shopmy.us,domain,,2025-06-01 10:13:50
73584145,willdesk.com,domain,,2025-09-16 22:52:44
75464246,pay4results.eu,domain,,2025-04-07 13:58:48
76062049,lustasserted.com,domain,,2024-12-12 19:16:47
76079634,successcuff.com,domain,,2024-12-12 19:16:47
78816327,iion.io,domain,,2025-07-23 21:39:09
79203772,appsgenaiserver-pa.googleapis.com,domain,,2025-02-21 04:03:09
80708436,corporate.viously.com,domain,,2025-04-10 18:52:39
81258393,ops.co,domain,,2025-03-27 14:43:49
82638394,appsgenaiserver-pa.clients6.google.com,domain,,2025-02-21 04:01:51
83082042,network-n.com,domain,,2025-03-26 20:13:53
83082216,aim.loc.kr,domain,,2025-03-26 20:44:49
83093116,beop.collectiveaudience.co,domain,,2025-03-27 14:47:14
83093117,collectiveaudience.co,domain,,2025-03-27 14:47:26
83245938,beesads.com,domain,,2025-04-07 14:07:56
83262254,mask-staging.icloud.com,domain,,2025-04-07 22:25:00
83337499,corporate.fastcmp.com,domain,,2025-04-14 16:45:47
83609232,cam4pays.com,domain,,2025-05-01 05:29:36
83646922,ads.trafficircles.com,domain,,2025-05-04 19:19:41
83891710,nextmillennium.com,domain,,2025-05-29 18:52:13
83924687,vibe.co,domain,,2025-08-01 17:43:28
84054281,yourbow.com,domain,,2025-09-16 16:59:43
84328838,attekmi.com,domain,,2025-06-22 15:59:56
84350597,jasmin.ai,domain,,2025-06-24 22:27:59
84581942,partnermatic.com,domain,,2025-07-23 21:37:30
84649666,purplepublish.com,domain,,2025-08-03 16:50:43
84649670,www.purplepublish.com,domain,,2025-08-03 16:55:19
84735296,remoby.com,domain,,2025-08-11 22:20:55
84778401,curationmedia.net,domain,,2025-08-17 12:37:42
